Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
1828,0.775,0.357265,0.418135,0.300655,0.53359,0.3153694,0.023123173,0.618666667,0.9122,0.1347,0.7690748,0.91061386,0.6176,0.379032,0.829444444,0.3621,0.11075,0.173915,0.737969323,0.997785714,0.10784,0.917651333,0.5702,0.78483871,0.735217496,0.9753,0.458617234,0.682364729,0.578496994,0.765831663,0.565991984,0.0724974,0.19,0.710048038,0.71834,0.4488,0.42316,0.832620874,0.363218333,0.1593163,0.894834921,0.3363464,0.34982,0.217268,0.8331968,0.3131048,0.6853784,0.07128,0.3445392,0.6070784,0.631312,0.6524208,0.513848,0.3437,-0.143462236,0.366175821,0.819688128
1829,0.7555,0.0081175,0.3321125,0.169645,0.60981,0.4492792,0.14582881,0.53,0.7318,0.2834,0.7350686,0.91345528,0.4042,0.059735,0.967777778,0.1911,0.04875,0.221693333,0.794674892,0.892418571,0.16992,0.683686,0.6584,0.973870968,0.570437191,0.8004,0.316553106,0.548336673,0.43759519,0.62755511,0.753727455,0.1052861,0.318125,0.315527888,0.36316,0.33038,0.3374,0.756772257,0.166900667,0.1461836,0.988519048,0.2193816,0.6426848,0.0893848,0.7857056,0.0426912,0.4370256,0.0549256,0.2912504,0.441072,0.3423928,0.6934608,0.4462696,0.7188,0.34143926,0.481593362,0.852462654
1830,0.7799,0.2583275,0.74207,0.000915,0.736175,0.029846,0.019615866,0.5214,0.6428,0.3356,0.6927682,0.9814124,0.3162,0.1249886,0.882777778,0.2042,0.0745,0.366883333,0.681263755,0.897916429,0.1778,0.796822,0.2414,0.909032258,0.689216416,0.699,0.274769539,0.376252505,0.636132265,0.696372745,0.572945892,0.0885069,0.1601875,0.319212713,0.44586,0.63826,0.43458,0.875541847,0.047613667,0.04538995,0.880690476,0.1691984,0.6696792,0.1958424,0.8634368,0.0353552,0.6542432,0.19732,0.4209776,0.5865688,0.4973816,0.3035784,0.3805224,0.6152,0.233963233,0.285731288,0.62588208
1831,0.8781,0.041925,0.6073825,0.24955,0.341385,0.110192,0.263022965,0.684333333,0.6558,0.3017,0.5627564,0.65914888,0.5945,0.0376612,0.732222222,0.3322,0.2115,0.341496667,0.821310437,0.937925,0.16946,0.967836667,0.7181,0.970645161,0.761536569,0.8323,0.519739479,0.483006012,0.64004008,0.562765531,0.602965932,0.0741907,0.1773125,0.71275025,0.57238,0.4848,0.56114,0.769036345,0.052870333,0.1893574,0.687260317,0.1539672,0.6247928,0.0724224,0.6438112,0.1398936,0.6214048,0.2087176,0.6258328,0.3269432,0.4078136,0.6091624,0.56616,0.5318,0.080652077,0.18706905,0.507796528
1832,0.9596,0.1521325,0.6961075,0.348315,0.408545,0.2359312,0.21160334,0.475,0.859,0.2656,0.5895052,0.94305342,0.5515,0.129442,0.831111111,0.2358,0.1755,0.177623333,0.917365789,0.773308571,0.3738,0.793324667,0.6144,0.88516129,0.52901322,0.8754,0.625290581,0.529418838,0.573286573,0.56260521,0.495511022,0.1160617,0.2985625,0.719628538,0.6194,0.42442,0.29512,0.583277759,0.049635333,0.23762015,0.990355556,0.0992928,0.337892,0.2699392,0.9818752,0.071628,0.4331336,0.0722704,0.3676896,0.705524,0.789108,0.50878,0.3235288,0.4331,-0.904590947,0.307401229,0.767223169
1833,0.9234,0.3165825,0.537335,0.19155,0.7459,0.2470526,0.220283925,0.623133333,0.6,0.2564,0.4864496,0.68069624,0.456,0.2723416,0.943888889,0.1137,0.057,0.40368,0.960146716,0.876232143,0.34622,0.757478,0.2352,0.822580645,0.687614248,0.904,0.535791583,0.422024048,0.676352705,0.618396794,0.733827655,0.2823141,0.14625,0.531948975,0.63298,0.62626,0.40178,0.893934645,0.186512,0.312805,0.988152381,0.117648,0.3824656,0.1072392,0.9149992,0.3357248,0.5768912,0.0583944,0.3921496,0.6937008,0.6599512,0.5464928,0.5671776,0.3695,-0.536787722,0.364382221,0.788535576
1834,0.9058,0.070765,0.30827,0.07149,0.359725,0.0141854,0.15851357,0.4922,0.5938,0.2253,0.7338246,0.70461148,0.5079,0.0448254,0.981111111,0.1712,0.206,0.263624444,0.73252084,0.884936429,0.05526,0.704494667,0.7274,0.804193548,0.645961481,0.6981,0.555591182,0.536272545,0.755711423,0.697174349,0.718176353,0.3009405,0.1575,0.613506038,0.6022,0.45636,0.34516,0.730203401,0.190758,0.0900412,0.994947619,0.0243104,0.3168608,0.41166,0.8112928,0.2244616,0.5518368,0.1898864,0.2901584,0.7279632,0.6251344,0.3155024,0.5504864,0.7257,-1.7359606,0.29796286,0.693806081
1835,0.8477,0.261575,0.6860325,0.14551,0.30891,0.1744234,0.003924843,0.826933333,0.9694,0.2128,0.5521812,0.72876348,0.326,0.3253964,0.995555556,0.1592,0.03125,0.206432778,0.878216072,0.909674286,0.05942,0.875509333,0.2974,0.888709677,0.599273815,0.7675,0.605290581,0.433887776,0.548717435,0.653126253,0.522685371,0.10928845,0.25425,0.585747188,0.56256,0.67794,0.28104,0.943894632,0.298318333,0.31969965,0.733368254,0.1787664,0.7669872,0.1063464,0.704872,0.317588,0.31662,0.1499104,0.2794576,0.7499208,0.4558264,0.5245856,0.251676,0.6066,0.250260055,0.295864852,0.639730379
1836,0.7746,0.286405,0.592145,0.258675,0.63919,0.0929426,0.269536534,0.4956,0.6314,0.1607,0.5710506,0.7725686,0.5427,0.0357248,0.692222222,0.2081,0.128,0.170206667,0.638686229,0.993815714,0.09162,0.700298,0.5288,0.776774194,0.517799044,0.6483,0.364709419,0.546052104,0.676793587,0.643166333,0.561242485,0.3131016,0.13775,0.580588438,0.73042,0.60788,0.68578,0.873951317,0.265565,0.18164195,0.748798413,0.3490384,0.686316,0.4154536,0.7963664,0.0284272,0.2969176,0.1717152,0.397828,0.301608,0.3345312,0.6022296,0.4330384,0.7075,0.523334022,0.524645035,0.821079063
1837,0.9568,0.0339025,0.5048925,0.275305,0.513485,0.3273986,0.164025052,0.631266667,0.8702,0.2061,0.5872242,0.84644532,0.4181,0.0035822,0.720555556,0.3438,0.10175,0.285588333,0.645345115,0.897763571,0.00868,0.880580667,0.378,0.791612903,0.629712206,0.7904,0.431342685,0.741042084,0.682665331,0.796232465,0.57498998,0.20195875,0.2685625,0.704889338,0.55746,0.30696,0.54122,0.903924642,0.137988667,0.137319,0.806661905,0.1242872,0.7600816,0.0052448,0.6191936,0.045748,0.5228912,0.0392328,0.4712088,0.6384456,0.6144656,0.259488,0.5403088,0.4702,0.451769183,0.429017901,0.767782535
1838,0.7278,0.139145,0.30434,0.014705,0.47151,0.0884032,0.212605428,0.6216,0.9302,0.2924,0.7076978,0.9153496,0.4293,0.3437912,0.942777778,0.1484,0.148,0.153805,0.80093031,0.902039286,0.10854,0.648364,0.3818,0.682258065,0.819896402,0.8399,0.631022044,0.562905812,0.471963928,0.791402806,0.641843687,0.0818876,0.289,0.612277775,0.67,0.43022,0.66536,0.579873291,0.023756333,0.1965804,0.814560317,0.0036128,0.7224136,0.1128184,0.8134248,0.0331136,0.7126216,0.1361992,0.6116376,0.5552016,0.6563008,0.5708944,0.3192544,0.4574,0.17782626,0.26453756,0.598933713
1839,0.8945,0.2953825,0.4805625,0.03336,0.71011,0.2879064,0.195077244,0.679066667,0.6784,0.2044,0.6386484,0.67406626,0.4176,0.2688562,0.771111111,0.1552,0.16975,0.307837778,0.827769256,0.816677143,0.44978,0.973606667,0.292,0.667419355,0.696082278,0.9918,0.600240481,0.675490982,0.468697395,0.522725451,0.61008016,0.0717277,0.2750625,0.367852175,0.70832,0.39192,0.72756,0.542857619,0.356748667,0.17917955,0.901447619,0.237932,0.4455584,0.1456264,0.8295144,0.1977664,0.7082432,0.1016744,0.5380376,0.2900264,0.4280296,0.5928016,0.3216968,0.5376,0.724091891,0.71675692,0.923886569
1840,0.8279,0.1807825,0.5552775,0.007605,0.692875,0.3809626,0.001920668,0.710333333,0.7476,0.2493,0.4934996,0.5724858,0.3376,0.240586,0.788333333,0.1157,0.2085,0.188034444,0.848149383,0.951363571,0.01008,0.698724,0.6893,0.952903226,0.642299754,0.7382,0.235390782,0.406012024,0.62503006,0.778376754,0.526633267,0.0723435,0.2706875,0.40322635,0.73154,0.30598,0.73752,0.621657219,0.392737,0.0944735,0.814928571,0.3197488,0.6342096,0.3127896,0.8324216,0.2046952,0.5416208,0.0838344,0.4498064,0.3498656,0.4238176,0.1965408,0.35284,0.5704,0.408409258,0.379197439,0.73158568
1841,0.9943,0.28144,0.5579825,0.075545,0.48322,0.4454208,0.092070981,0.869133333,0.845,0.1342,0.5890904,0.76191328,0.5361,0.018879,0.914444444,0.2401,0.19725,0.257919444,0.787609203,0.815455,0.02514,0.865018,0.3602,0.743548387,0.691962561,0.9025,0.429138277,0.423286573,0.503266533,0.826773547,0.630941884,0.25091085,0.2558125,0.4322135,0.47646,0.6493,0.60318,0.764948316,0.275067333,0.22153255,0.705996825,0.3144768,0.696988,0.4221496,0.8665384,0.321256,0.464756,0.1236448,0.2973656,0.2958168,0.4196064,0.6332872,0.4173656,0.5763,0.485090965,0.465329144,0.792349788
1842,0.7786,0.3211675,0.5452,0.390295,0.417825,0.1188168,0.255511482,0.5516,0.6008,0.33,0.7711484,0.61250234,0.6422,0.079679,0.755,0.2732,0.21975,0.360322778,0.977095699,0.997327857,0.24336,0.905586,0.5455,0.701935484,0.445249895,0.6169,0.221763527,0.710460922,0.427374749,0.556332665,0.483647295,0.14176925,0.166375,0.689904425,0.54556,0.66226,0.44162,0.809229743,0.030024,0.1048155,0.772861905,0.2371512,0.8928592,0.0300184,0.6567992,0.0449328,0.3664848,0.2296968,0.2488816,0.660644,0.4066904,0.3903728,0.4169584,0.4967,0.195676228,0.272664537,0.613395538
1843,0.8525,0.1783,0.698565,0.054655,0.654435,0.049592,0.008096033,0.842933333,0.662,0.1027,0.6432102,0.58764,0.5676,0.3712868,0.973888889,0.1129,0.29725,0.208001667,0.682474158,0.858365714,0.17364,0.903487333,0.6626,0.665483871,0.851250375,0.8466,0.401202405,0.411202405,0.489779559,0.806833667,0.653386774,0.0855821,0.088,0.6515824,0.38714,0.66284,0.6056,0.650043348,0.194599333,0.09759255,0.726020635,0.3445472,0.3896848,0.1335744,0.9037568,0.1802416,0.3956744,0.0139584,0.4478408,0.2823048,0.6388928,0.226212,0.5482472,0.5307,0.536857333,0.458885013,0.88218765
1844,0.9916,0.362805,0.5503625,0.27632,0.671225,0.263848,0.050668058,0.718333333,0.6526,0.2757,0.5395326,0.9482626,0.5628,0.0820026,0.935,0.1885,0.29475,0.276175556,0.737162387,0.83546,0.01518,0.758002667,0.3432,0.992580645,0.486445071,0.912,0.319398798,0.444308617,0.732244489,0.554729459,0.543707415,0.3164882,0.256875,0.34721725,0.45228,0.43178,0.59782,0.850560187,0.031439,0.17786625,0.908244444,0.302956,0.6652848,0.0887152,0.6963432,0.1865592,0.5819992,0.0349376,0.6050856,0.366032,0.3286344,0.2958136,0.2166656,0.3392,0.615871657,0.534213961,0.850705752
1845,0.9173,0.0346675,0.263295,0.137805,0.67454,0.0691112,0.176212944,0.692333333,0.8346,0.1259,0.7039654,0.93358204,0.6301,0.0688356,0.968888889,0.2535,0.02075,0.254211667,0.891937312,0.694817857,0.4148,0.821127333,0.6546,0.795483871,0.826304474,0.9166,0.342064128,0.391442886,0.538937876,0.631102204,0.475751503,0.13653535,0.3525625,0.5884494,0.40244,0.67696,0.394,0.595541847,0.298924667,0.3154315,0.639684127,0.3638792,0.902276,0.22932,0.6802544,0.2896704,0.6009728,0.2305232,0.550268,0.6237272,0.5990224,0.568676,0.3379808,0.7581,0.293436239,0.431841458,0.852051091
1846,0.7639,0.2334975,0.26821,0.048165,0.414955,0.3287604,0.276881002,0.5052,0.797,0.2169,0.609826,0.65630748,0.6128,0.3102932,0.845,0.301,0.199,0.209,0.747452484,0.847370714,0.2839,0.85575,0.4827,0.798387097,0.509788804,0.6531,0.396813627,0.382905812,0.491102204,0.689298597,0.66745491,0.36713365,0.1275,0.697519713,0.71022,0.47958,0.31358,0.808776259,0.233216,0.19756535,0.716284127,0.0662928,0.5469464,0.2810984,0.81924,0.2212016,0.5036744,0.1547008,0.2117544,0.5938072,0.7273376,0.7225776,0.2848544,0.356,0.615655314,0.525246247,0.848251776
1847,0.9857,0.07554,0.5316825,0.070675,0.43506,0.1514998,0.030133612,0.834533333,0.8914,0.0297,0.767416,0.91487608,0.5627,0.3668332,0.995555556,0.2781,0.073,0.306268889,0.869943314,0.77453,0.26214,0.97658,0.6402,0.876129032,0.860862583,0.8048,0.520180361,0.64511022,0.73244489,0.751042084,0.721963928,0.3155646,0.28675,0.280153713,0.53404,0.33928,0.49894,0.800826942,0.020925667,0.22268165,0.691668254,0.2793288,0.9000784,0.3087728,0.936904,0.3501928,0.5209448,0.1347128,0.3436656,0.4007768,0.7248104,0.2012544,0.394568,0.6907,-1.671609516,0.277158296,0.736709072
1848,0.7289,0.351535,0.3372725,0.16701,0.713645,0.3119648,0.151503132,0.859266667,0.721,0.1587,0.660628,0.93287168,0.4225,0.1542268,0.804444444,0.2527,0.03875,0.177195,0.843104368,0.784761429,0.00428,0.815357333,0.4835,0.758709677,0.827906442,0.7248,0.368436874,0.719398798,0.456292585,0.61004008,0.696212425,0.32233785,0.163375,0.371536988,0.65696,0.5804,0.72196,0.91618873,0.315908,0.1995353,0.895203175,0.3578256,0.4910728,0.43554,0.7641888,0.1074928,0.4915128,0.0654976,0.5373824,0.3349056,0.7147024,0.6585216,0.21178,0.3749,0.264909539,0.408709295,0.852816605
1849,0.7494,0.1905225,0.5206225,0.07757,0.67012,0.2139156,0.134475992,0.7022,0.8376,0.063,0.7964458,0.73018418,0.4145,0.1073682,0.722222222,0.3107,0.21575,0.392555556,0.770256752,0.983584286,0.04784,0.742264667,0.5082,0.870322581,0.49949001,0.6624,0.616733467,0.479458918,0.72006012,0.76759519,0.539438878,0.1285306,0.3299375,0.599503788,0.57162,0.3985,0.60852,0.600536846,0.391523667,0.3228187,0.65162381,0.2844056,0.5488296,0.1150504,0.9756728,0.2974144,0.274052,0.1964936,0.318332,0.3303208,0.334812,0.6954024,0.2563576,0.63,0.428430733,0.369234889,0.805917338
1850,0.7626,0.0073525,0.3404675,0.159505,0.31311,0.3024322,0.225962422,0.5392,0.8846,0.2838,0.883535,0.79222168,0.4633,0.2097988,0.899444444,0.2809,0.092,0.154518333,0.66048016,0.980835714,0.41318,0.913979333,0.6916,0.914516129,0.683265935,0.5666,0.238256513,0.612224449,0.541763527,0.647815631,0.752785571,0.07834705,0.4348125,0.582062375,0.46304,0.45654,0.73218,0.905515172,0.099978667,0.09430935,0.8603,0.380672,0.8991368,0.1110328,0.749844,0.3477472,0.3175928,0.044684,0.6376264,0.342144,0.8317864,0.2539416,0.4939,0.7304,0.586142833,0.478017577,0.825345169
1851,0.9151,0.255845,0.4228025,0.035185,0.602075,0.0400596,0.219615866,0.6558,0.9054,0.321,0.8370874,0.64873038,0.5194,0.289962,0.817777778,0.1133,0.083,0.219553889,0.661083695,0.774225,0.28994,0.840362667,0.4503,0.891935484,0.771148777,0.7211,0.270581162,0.676953908,0.358456914,0.769058116,0.556973948,0.14300075,0.3453125,0.486011688,0.35448,0.58466,0.75064,0.630966989,0.259095,0.19083485,0.868566667,0.1172576,0.8781056,0.343812,0.9754784,0.2383184,0.2859712,0.2947824,0.5810616,0.6012872,0.4774464,0.7198048,0.2233824,0.4129,0.327605399,0.307603124,0.664230171
1852,0.8116,0.1322675,0.4417275,0.371635,0.71276,0.1317538,0.048329854,0.651,0.6276,0.2529,0.7097714,0.73042094,0.3855,0.1112408,0.704444444,0.2875,0.0555,0.174342778,0.732720907,0.755595,0.38676,0.763948,0.3054,0.822258065,0.764969501,0.9863,0.393947896,0.471342685,0.486953908,0.574348697,0.58511022,0.1222192,0.159625,0.59876685,0.68624,0.55602,0.47466,0.61348116,0.379393,0.1309168,0.933226984,0.3878968,0.4031824,0.3661304,0.8361048,0.0549184,0.4586744,0.0156104,0.5487392,0.2782032,0.5597136,0.3923136,0.2522864,0.7017,0.726502769,0.705455204,0.923108138
1853,0.9847,0.082035,0.4982575,0.081425,0.621295,0.4481444,0.059181628,0.783533333,0.8924,0.0535,0.8130342,0.632629,0.3908,0.2845402,0.809444444,0.1854,0.205,0.286016111,0.833014338,0.987249286,0.2809,0.885476667,0.3371,0.882903226,0.619871203,0.9597,0.261342685,0.718156313,0.47260521,0.770821643,0.689579158,0.2321305,0.4021875,0.417228613,0.6243,0.54576,0.4438,0.633464488,0.324804,0.280794,0.641336508,0.3043224,0.6659128,0.1949496,0.7864808,0.2269072,0.7177296,0.0050384,0.6402472,0.279892,0.8247672,0.5645168,0.573488,0.7716,-0.501555392,0.318747732,0.771205829
1854,0.9599,0.356885,0.298195,0.305525,0.43837,0.2608974,0.132471816,0.7632,0.6122,0.2295,0.8499434,0.97099394,0.3854,0.2570446,0.823888889,0.3279,0.165,0.272467222,0.994248083,0.938688571,0.11224,0.828296667,0.2432,0.886129032,0.742083358,0.8724,0.540641283,0.686513026,0.446092184,0.756513026,0.532965932,0.09620375,0.428625,0.28064505,0.52064,0.658,0.72124,0.84057019,0.270417333,0.32528105,0.98741746,0.015524,0.895684,0.3500616,0.8204032,0.1902272,0.4010256,0.0293216,0.6422128,0.47244,0.7205992,0.4879824,0.2073024,0.7226,-0.795131762,0.34942143,0.741856161
1855,0.8197,0.299965,0.59239,0.11489,0.534255,0.0736504,0.190400835,0.645133333,0.8088,0.234,0.8138636,0.5781686,0.3544,0.04773,0.984444444,0.1515,0.25075,0.248934444,0.807589196,0.851188571,0.44792,0.696626,0.4258,0.786774194,0.663354933,0.5618,0.528757515,0.600581162,0.416072144,0.582224449,0.563306613,0.2860086,0.39,0.666567325,0.49194,0.4637,0.53224,0.706358786,0.333497667,0.0872505,0.847809524,0.1785712,0.8216048,0.0967496,0.8163328,0.078964,0.4226744,0.161308,0.34716,0.4693032,0.3317232,0.6438248,0.2744736,0.4295,0.357743876,0.475439479,0.834883559
1856,0.9323,0.1026625,0.5680575,0.3473,0.61666,0.0609404,0.113941545,0.630666667,0.6034,0.1767,0.543887,0.7877228,0.4811,0.0328204,0.901666667,0.2571,0.293,0.225972222,0.852990997,0.799726429,0.38978,0.748909333,0.3095,0.777096774,0.553730325,0.595,0.628597194,0.60993988,0.449338677,0.766633267,0.637735471,0.24629275,0.2493125,0.371045688,0.51252,0.47144,0.5196,0.535818606,0.220478667,0.05950765,0.712793651,0.241252,0.8671192,0.2203928,0.8504496,0.0803904,0.7167568,0.2318448,0.3807928,0.7098664,0.3207728,0.6074984,0.490032,0.4336,0.554958368,0.511772274,0.871400751
1857,0.9808,0.09063,0.36357,0.360075,0.701715,0.330349,0.019782881,0.770733333,0.8328,0.2312,0.5393252,0.97525606,0.5855,0.3525046,0.703333333,0.108,0.15375,0.409242222,0.739986662,0.87669,0.17248,0.812384667,0.3679,0.767741935,0.568148637,0.9725,0.343587174,0.648857715,0.401723447,0.801843687,0.496613226,0.2501412,0.2891875,0.609084288,0.4823,0.4283,0.4025,0.924364788,0.282143667,0.2354861,0.907693651,0.3701272,0.5626408,0.163704,0.8613048,0.3228864,0.594648,0.3251768,0.30086,0.5305896,0.588072,0.2079096,0.5160864,0.5331,0.681817093,0.646478083,0.892219939
1858,0.9512,0.0216775,0.5220975,0.10191,0.623505,0.1617134,0.249670146,0.852533333,0.979,0.263,0.5264692,0.85212812,0.4537,0.0463746,0.908333333,0.3153,0.0935,0.285873889,0.801333778,0.988317857,0.33834,0.712713333,0.4289,0.982258065,0.744829703,0.7679,0.266633267,0.384368737,0.683747495,0.611322645,0.774749499,0.35943675,0.4090625,0.252149188,0.52384,0.5264,0.50066,0.644818273,0.375349333,0.2105339,0.790128571,0.111204,0.7673008,0.3880024,0.6599008,0.045952,0.6946216,0.2896608,0.3665976,0.3971576,0.5397784,0.286108,0.3676992,0.4082,0.580006059,0.499707697,0.830692231
1859,0.7504,0.12482,0.5427425,0.08771,0.452955,0.3970772,0.271536534,0.4702,0.658,0.2403,0.6409294,0.53696812,0.4476,0.0260434,0.872222222,0.1807,0.06525,0.213278889,0.923217739,0.92296,0.14096,0.704844667,0.694,0.835483871,0.764054119,0.6154,0.320280561,0.455951904,0.385631263,0.538977956,0.531543086,0.0791167,0.2210625,0.544722963,0.57332,0.45248,0.59272,0.865321774,0.212997667,0.05031475,0.935431746,0.3851632,0.3187448,0.3368936,0.6769592,0.0304648,0.3297552,0.2407648,0.557912,0.3761656,0.4285912,0.3870456,0.5014312,0.7307,0.535356387,0.505078899,0.865246358
1860,0.8584,0.2201275,0.482035,0.37387,0.6171,0.1589898,0.250334029,0.494133333,0.816,0.3501,0.87296,0.7372877,0.5164,0.3519238,0.987222222,0.3615,0.13825,0.211424444,0.640096699,0.859129286,0.26328,0.727401333,0.6018,0.679677419,0.838891822,0.7948,0.379659319,0.695671343,0.561543086,0.582705411,0.71753507,0.30047875,0.1508125,0.455304962,0.4993,0.6251,0.34614,0.645501834,0.387278,0.1120385,0.977314286,0.3558728,0.7886456,0.3487224,0.9355472,0.1040288,0.5627832,0.1267832,0.6000624,0.4022248,0.7728232,0.5875328,0.2219576,0.7015,0.665971445,0.566781404,0.874002916
1861,0.9845,0.318875,0.6533425,0.35379,0.53381,0.3516838,0.25868476,0.480266667,0.867,0.0902,0.6002876,0.58408818,0.4737,0.3468894,0.875555556,0.351,0.19525,0.422648889,0.814851617,0.98053,0.19448,0.652211333,0.4253,0.677741935,0.649852203,0.6687,0.299619238,0.686733467,0.762885772,0.750721443,0.491082164,0.23767225,0.411875,0.296858188,0.5076,0.54248,0.70108,0.619386462,0.000707667,0.10842705,0.790863492,0.0098608,0.8925448,0.0166272,0.9572576,0.3750536,0.5479448,0.0083424,0.2193984,0.6266224,0.6650048,0.2947048,0.3784872,0.463,0.331357416,0.38992916,0.873464918
1862,0.9723,0.0900575,0.470975,0.02951,0.37099,0.2629402,0.217281837,0.792333333,0.6232,0.3171,0.588261,0.93713378,0.5303,0.2165758,0.955555556,0.2636,0.22775,0.212993333,0.726868956,0.972131429,0.09812,0.948252,0.2774,0.863870968,0.720341593,0.8089,0.649278557,0.696092184,0.438697395,0.735290581,0.724649299,0.17963785,0.31375,0.321177913,0.72948,0.4699,0.73266,0.587139046,0.119185667,0.1353491,0.753757143,0.1135472,0.9305264,0.1166128,0.7308472,0.2949688,0.706784,0.0134632,0.3596088,0.730376,0.6431048,0.6124896,0.5331848,0.421,-0.084617578,0.138103297,0.448579138
1863,0.9005,0.0856625,0.4257525,0.372855,0.580425,0.130392,0.308100209,0.826533333,0.965,0.271,0.585358,0.71574034,0.4786,0.2198676,0.949444444,0.2848,0.184,0.419083333,0.9327009,0.828740714,0.13032,0.863968667,0.7104,0.951935484,0.840035999,0.5844,0.65741483,0.551883768,0.386513026,0.578196393,0.733667335,0.35204775,0.1958125,0.505909663,0.4285,0.50126,0.69476,0.7327009,0.373731667,0.0488373,0.71114127,0.2775712,0.4433608,0.2962744,0.621132,0.2120312,0.7493512,0.0184184,0.5552912,0.6345848,0.54034,0.1879448,0.4187904,0.743,0.164867689,0.225473424,0.55862294
1864,0.7554,0.3813325,0.52259,0.00517,0.69177,0.003972,0.214776618,0.591666667,0.6636,0.3618,0.5938596,0.76949038,0.4898,0.3588944,0.983333333,0.1334,0.1935,0.349483333,0.634448149,0.946935,0.33974,0.856974,0.6294,0.791290323,0.622159957,0.8362,0.366032064,0.716693387,0.757014028,0.714068136,0.7050501,0.18795045,0.11625,0.511559688,0.44416,0.5895,0.53684,0.696822274,0.037100333,0.11072525,0.751369841,0.2525768,0.8768504,0.1460728,0.70274,0.1297048,0.3606472,0.1543704,0.3681264,0.493432,0.4808152,0.4860408,0.322104,0.4152,0.0890287,0.213428037,0.539056022
1865,0.9521,0.2361725,0.5690425,0.34811,0.36613,0.364167,0.051002088,0.6602,0.7344,0.2759,0.6456984,0.6828273,0.4408,0.0343694,0.878333333,0.2869,0.245,0.386422778,0.845121707,0.738491429,0.36498,0.952274,0.5244,0.790967742,0.422821544,0.8752,0.354809619,0.457194389,0.741362725,0.718557114,0.524108216,0.07357495,0.3306875,0.5798515,0.39658,0.46312,0.67582,0.567155719,0.337339333,0.17967205,0.714079365,0.076056,0.3196864,0.1592408,0.847348,0.3259432,0.3759712,0.064672,0.2397096,0.5573728,0.3328464,0.4386232,0.4670312,0.6486,0.168813832,0.234234483,0.567873188
1866,0.874,0.0722925,0.742805,0.243465,0.351105,0.4431512,0.240985386,0.501466667,0.8818,0.1171,0.6826078,0.8890665,0.4844,0.2882192,0.862777778,0.1501,0.27975,0.310832778,0.641913971,0.966481429,0.10042,0.753456,0.404,0.745806452,0.655802484,0.9402,0.273446894,0.514008016,0.415851703,0.554569138,0.582745491,0.1799457,0.235875,0.494609587,0.71474,0.38262,0.51376,0.598266089,0.157195667,0.16670345,0.705814286,0.3384944,0.5102208,0.1079088,0.8430832,0.0968968,0.3258632,0.1322352,0.4015408,0.5913944,0.4625648,0.3063512,0.3162008,0.3518,0.562824033,0.555235006,0.840581336
1867,0.9577,0.250305,0.6103325,0.24022,0.684925,0.2888144,0.178050104,0.514266667,0.7892,0.2705,0.6776312,0.99893448,0.4701,0.319781,0.797222222,0.1377,0.0095,0.401255556,0.777519173,0.94159,0.17526,0.764822,0.5735,0.950322581,0.514823704,0.8836,0.615631263,0.703166333,0.694829659,0.6050501,0.777274549,0.3032496,0.3576875,0.360728213,0.45134,0.60982,0.36994,0.646182061,0.077738667,0.1987145,0.934328571,0.2722992,0.4543472,0.341804,0.6637776,0.2242576,0.3506744,0.2671952,0.2646064,0.5747456,0.3252656,0.6879152,0.3534504,0.6925,0.697295459,0.651453644,0.89758356
