Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR2,D
1788,0.5241,0.49244,0.7244975,0.315875,0.504675,0.5841906,0.44788309,0.7472,0.8692,0.3911,0.7233356,0.4776247,0.7544,0.094302,0.476666667,0.0039,0.04825,0.181560556,0.523937979,0.549687857,0.16614,0.914491333,0.8666,0.872580645,0.295057699,0.7387,0.50238477,0.54741483,0.786092184,0.537635271,0.610661323,0.4898218,0.143375,0.381721038,0.8588,0.48454,0.40166,0.620970323,0.178720333,0.17429695,0.473042857,0.5379616,0.0454344,0.6749192,0.758908,0.53306,0.8315312,0.1618248,0.5213184,0.589924,0.0372784,0.551952,0.48286,0.5458,-0.164998,0.062204454,0.378887764
1789,0.9491,0.3360475,0.8457025,0.067005,0.680695,0.182762,0.50285595,0.573933333,0.9134,0.4759,0.3678808,0.3254458,0.5205,0.1828842,0.489444444,0.1321,0.411,0.269135556,0.633787929,0.759704286,0.61608,0.661870667,0.8905,0.794516129,0.693042739,0.9228,0.106032064,0.563767535,0.802805611,0.581743487,0.526312625,0.48719615,0.4264375,0.405773463,0.5648,0.67152,0.53466,0.759846616,0.542872667,0.5607328,0.691520635,0.0862032,0.3177144,0.6739624,0.6699792,0.6660208,0.6354032,0.200808,0.4192064,0.9656088,0.080304,0.4079088,0.4134448,0.5591,0.030246,0.134004508,0.426022452
1790,0.9416,0.5614,0.5180925,0.385465,0.32994,0.6486716,0.466204593,0.313933333,0.5408,0.5093,0.5528596,0.52353344,0.3276,0.4741496,0.978333333,0.3742,0.51325,0.206114444,0.464644882,0.888577857,0.32212,0.902372,0.8347,0.901612903,0.210391592,0.9058,0.466733467,0.953426854,0.851142285,0.900641283,0.64761523,0.11749945,0.2795,0.3166904,0.57954,0.15948,0.79422,0.895681894,0.287246667,0.20604565,0.544371429,0.130764,0.2721168,0.0840208,0.337936,0.1636536,0.72622,0.4600896,0.7885328,0.5359464,0.5202816,0.788032,0.5151832,0.7749,-0.318995,0.044662731,0.386271952
1791,0.5979,0.290515,0.6261125,0.03287,0.917005,0.6179402,0.468329854,0.417866667,0.995,0.0813,0.3205416,0.67372866,0.6505,0.1784844,0.9,0.4779,0.085,0.474295,0.690583528,0.642167143,0.31412,0.523440667,0.7307,0.992903226,0.355456491,0.4578,0.136132265,0.927835671,0.695791583,0.578937876,0.664248497,0.17053835,0.3841875,0.406961237,0.57676,0.48334,0.89994,0.333187729,0.383678667,0.22240105,0.684219048,0.1104808,0.328136,0.5275928,0.9018976,0.2267696,0.5250632,0.23284,0.7108712,0.4320008,0.4858024,0.8633632,0.0364296,0.5356,-1.560164,0.160199771,0.629895931
1792,0.7966,0.3076725,0.6352425,0.108095,0.59333,0.2667244,0.492496868,0.4326,0.7518,0.2443,0.7731376,0.8301584,0.34,0.0247854,0.704444444,0.4094,0.02625,0.447558889,0.767665889,0.689002857,0.48492,0.924994667,0.9909,0.920322581,0.23250175,0.6387,0.444028056,0.894869739,0.614529058,0.8549499,0.865591182,0.22410235,0.3211875,0.368358588,0.76336,0.42332,0.4268,0.813027676,0.040447,0.4789559,0.87714127,0.5769904,0.0193784,0.2157208,0.8881424,0.3568472,0.8744248,0.4761064,0.4620648,0.6975712,0.2768648,0.5875688,0.420068,0.9531,0.604401,0.610250001,0.904352134
1793,0.6227,0.1865825,0.728555,0.554145,0.93345,0.5328802,0.149114823,0.465866667,0.9974,0.1562,0.6182588,0.81372198,0.6285,0.288479,0.642777778,0.4196,0.15675,0.385629444,0.943671224,0.757616429,0.29702,0.652982667,0.833,0.928064516,0.291282774,0.989,0.429498998,0.742124248,0.971723447,0.728837675,0.66240481,0.0001313,0.2323125,0.33421005,0.76612,0.12258,0.81568,0.355068356,0.199314,0.32245745,0.897079365,0.174096,0.075072,0.224012,0.8647912,0.675312,0.5809728,0.4461888,0.4077016,0.6142912,0.0402256,0.6695192,0.0735216,0.6336,0.221114,0.44802099,0.857573873
1794,0.6484,0.5442425,0.8086825,0.37718,0.424075,0.6217816,0.236221294,0.668,0.4744,0.232,0.346537,0.54535424,0.4686,0.4568438,0.628333333,0.4489,0.48,0.344160556,0.768912971,0.738523571,0.23172,0.870054,0.5598,0.423870968,0.44848143,0.4087,0.410761523,0.895390782,0.969599198,0.611162325,0.341883768,0.0494942,0.5696875,0.349948063,0.53748,0.29606,0.60362,0.579033011,0.105824333,0.33175755,0.857484127,0.3551064,0.3805728,0.1835136,0.6520656,0.4776328,0.8593384,0.110452,0.3527624,0.9983032,0.5353112,0.7284608,0.4878936,0.7373,0.541744,0.471215732,0.809120197
1795,0.4933,0.4825425,0.4975525,0.2433,0.483395,0.2444992,0.060417537,0.4442,0.4978,0.301,0.7742322,0.6859143,0.7433,0.322504,0.913333333,0.3299,0.002,0.249492778,0.817595865,0.725397857,0.49006,0.734317333,0.5103,0.756451613,0.2049987,0.4313,0.263927856,0.684609218,0.742004008,0.47252505,0.387755511,0.07601365,0.1505,0.001930138,0.75384,0.22942,0.84786,0.338352784,0.348048,0.2775603,0.864504762,0.2315648,0.4385464,0.0907176,0.5241104,0.572468,0.8797496,0.3531136,0.7143224,0.6041128,0.15604,0.4277664,0.2693152,0.7577,0.387815,0.329685136,0.694174336
1796,0.4705,0.1318125,0.8256725,0.642625,0.83125,0.631934,0.426371608,0.541133333,0.425,0.2926,0.7646548,0.38439034,0.6182,0.2004834,0.805555556,0.0294,0.21975,0.369805556,0.643147716,0.80654,0.36688,0.732432,0.8257,0.733870968,0.42151777,0.8366,0.412865731,0.982725451,0.987915832,0.669378758,0.780921844,0.5145033,0.1350625,0.3998346,0.56542,0.3891,0.679,0.453527843,0.498416,0.5453395,0.863101587,0.2146624,0.0359888,0.2421888,0.3507312,0.1476344,0.562632,0.5709952,0.7344576,0.598252,0.0022104,0.7231024,0.1024008,0.7147,0.611258,0.45427458,0.826434466
1797,0.8283,0.2515825,0.8989525,0.652565,0.61235,0.4324544,0.268091858,0.294333333,0.8022,0.3255,0.5473868,0.62753658,0.3349,0.1013416,0.721666667,0.0873,0.00425,0.282503889,0.513327776,0.73912,0.48606,0.958659333,0.3398,0.673548387,0.463581128,0.9202,0.22987976,0.980881764,0.976492986,0.914408818,0.668557114,0.24904635,0.2344375,0.281947963,0.34476,0.29366,0.5267,0.326502167,0.16826,0.297764,0.896798413,0.5268976,0.366568,0.2737584,0.5375456,0.3555656,0.64132,0.2678944,0.487952,0.595476,0.4324632,0.4725232,0.1961904,0.5391,0.538202,0.419358786,0.787911892
1798,0.4238,0.49607,0.727795,0.115385,0.494355,0.7038234,0.269686848,0.672666667,0.5612,0.2437,0.7903768,0.30787578,0.6718,0.3442094,0.878333333,0.2379,0.2315,0.430917222,0.8072991,0.876347143,0.43188,0.542292667,0.7994,0.587419355,0.275643887,0.9277,0.506873747,0.726292585,0.823787575,0.739158317,0.65501002,0.2503592,0.320875,0.242751425,0.8453,0.69254,0.7884,0.707882628,0.038158667,0.09091665,0.553638095,0.4721952,0.0646504,0.0747728,0.6050424,0.1594888,0.6427992,0.517204,0.7287048,0.5828296,0.0296168,0.9219896,0.3037576,0.3816,0.435144,0.417708674,0.760191101
1799,0.6334,0.356175,0.803865,0.41496,0.34767,0.3317544,0.424246347,0.408066667,0.7496,0.5588,0.4395738,0.7190706,0.5265,0.1180608,0.806111111,0.4825,0.3895,0.397906111,0.676228743,0.609948571,0.3321,0.483581333,0.6655,0.61,0.292091758,0.7914,0.32256513,0.693847695,0.529819639,0.679398798,0.861603206,0.3351689,0.418125,0.025388688,0.78454,0.14358,0.74182,0.30978993,0.461804667,0.2727499,0.960825397,0.3990536,0.188088,0.4701936,0.5948056,0.3715848,0.5280216,0.4498152,0.8480744,0.7657368,0.48374,0.3997136,0.4645784,0.6323,-0.147698,0.083445813,0.399506753
1800,0.9774,0.5676675,0.5764125,0.22408,0.626535,0.4848624,0.437791232,0.48,0.5578,0.4183,0.7933868,0.47649116,0.4042,0.2045898,0.685,0.0045,0.2265,0.378808889,0.850050017,0.816682857,0.50288,0.839620667,0.6409,0.86483871,0.257308454,0.8589,0.339458918,0.958977956,0.901863727,0.896893788,0.602965932,0.38978315,0.2085,0.349354188,0.72684,0.53286,0.48348,0.350206736,0.315686,0.2990468,0.540720635,0.1332224,0.183528,0.5483208,0.4214264,0.129372,0.6924968,0.0110304,0.2937968,0.8548776,0.1460208,0.8680912,0.403112,0.5019,-0.039667,0.109416456,0.408491711
1801,0.657,0.4271125,0.5145425,0.42954,0.668125,0.3177606,0.38308142,0.696133333,0.4996,0.5675,0.7890086,0.37475518,0.5939,0.1781912,0.565,0.2139,0.01275,0.519310556,0.758302768,0.902598571,0.2742,0.719504667,0.6067,0.447741935,0.212818144,0.6056,0.499759519,0.706492986,0.924188377,0.986072144,0.899779559,0.0904549,0.1088125,0.46338055,0.58566,0.13248,0.64866,0.407942648,0.029006,0.4738248,0.669055556,0.5004688,0.354192,0.2109376,0.6811752,0.2072264,0.8341936,0.1769344,0.726116,0.7379768,0.4984744,0.650608,0.0478224,0.8535,-0.398362,0.02134926,0.376926788
1802,0.45,0.6283775,0.79144,0.19724,0.843825,0.2206274,0.219757829,0.588333333,0.769,0.5433,0.8191086,0.54932168,0.6919,0.4374848,0.690555556,0.0506,0.44525,0.190291111,0.870646882,0.703322143,0.60212,0.851201333,0.608,0.674193548,0.729713606,0.7927,0.478356713,0.488316633,0.726853707,0.553587174,0.65254509,0.40159875,0.15175,0.253738338,0.33986,0.53766,0.42526,0.708489496,0.27221,0.10214095,0.690396825,0.2816576,0.077352,0.3235048,0.7493112,0.3421096,0.4395712,0.3757776,0.6473032,0.4939984,0.0461192,0.3741832,0.4274864,0.7898,-0.202272,0.074898729,0.399350086
1803,0.7251,0.581525,0.58047,0.16675,0.87993,0.2123958,0.327048017,0.3908,0.8482,0.429,0.7474156,0.79926918,0.799,0.1019282,0.702222222,0.3329,0.144,0.352618333,0.761423808,0.595927143,0.63976,0.937383333,0.93,0.468387097,0.537731445,0.4572,0.31490982,0.808857715,0.513086172,0.61993988,0.477655311,0.3015601,0.0208125,0.345196963,0.36072,0.45032,0.89444,0.799349783,0.106478,0.37569255,0.780820635,0.0198224,0.0294752,0.1302592,0.8919816,0.1748672,0.9664248,0.3035536,0.412016,0.8974424,0.4480816,0.5670816,0.1474408,0.9827,0.070875,0.160604152,0.467890325
1804,0.8635,0.4818825,0.968685,0.16907,0.75968,0.4170888,0.132651357,0.277866667,0.7262,0.5388,0.7334602,0.75789468,0.4383,0.3714882,0.822222222,0.0784,0.244,0.175558889,0.784828276,0.481671429,0.21348,0.916646,0.4199,0.842258065,0.530720986,0.4965,0.397294589,0.759539078,0.960300601,0.46753507,0.719038076,0.34698445,0.0180625,0.209196788,0.51356,0.49714,0.6171,0.351723908,0.194737667,0.22721145,0.725219048,0.3369752,0.508896,0.564584,0.531148,0.3142352,0.7081752,0.2213568,0.7842184,0.7142272,0.225588,0.9907016,0.3882752,0.7762,-0.359422,0.034787478,0.382172035
1805,0.651,0.1364325,0.8512825,0.437495,0.68521,0.3314798,0.214179541,0.615133333,0.795,0.2267,0.554775,0.4665726,0.2894,0.1600054,0.987222222,0.4346,0.35975,0.382082778,0.645958653,0.77462,0.53738,0.852278667,0.8639,0.535806452,0.207155857,0.604,0.497895792,0.858997996,0.655951904,0.703807615,0.70242485,0.3443588,0.6098125,0.514454838,0.49422,0.29786,0.5644,0.520080027,0.107132,0.03896425,0.569363492,0.5610104,0.4538544,0.1892536,0.5065168,0.4263712,0.7135,0.3645968,0.7304304,0.6670352,0.0944496,0.6045896,0.5011408,0.4086,-0.298734,0.229503283,0.694992411
1806,0.5524,0.50003,0.7734375,0.387785,0.828025,0.5712944,0.189219207,0.4238,0.7594,0.3634,0.5071622,0.78765034,0.5622,0.0236122,0.669444444,0.23,0.252,0.507851667,0.510206736,0.862325714,0.47608,0.516169333,0.6227,0.718064516,0.4900056,0.8131,0.138236473,0.689358717,0.591943888,0.518537074,0.747675351,0.4247048,0.495,0.058349425,0.31652,0.4095,0.70444,0.853137713,0.132629,0.23073905,0.926004762,0.0318072,0.3294392,0.576064,0.5634568,0.4353416,0.4700408,0.269708,0.8440472,0.6960288,0.309576,0.606796,0.0894184,0.6622,0.501712,0.33959433,0.735444684
1807,0.5313,0.645535,0.72475,0.568725,0.369915,0.2184324,0.085645094,0.356733333,0.9452,0.2398,0.7922922,0.57057574,0.2981,0.3500758,0.785,0.4203,0.284,0.339522778,0.567939313,0.683335,0.7136,0.727314667,0.6416,0.940645161,0.587614448,0.9363,0.392264529,0.845531062,0.6201002,0.83242485,0.348657315,0.23171685,0.1245625,0.226716463,0.6047,0.58538,0.72926,0.317082361,0.574580667,0.63769925,0.654452381,0.0450224,0.1063392,0.512924,0.360008,0.093168,0.5703232,0.5855,0.4870888,0.8591952,0.354664,0.3779656,0.2960744,0.366,0.527658,0.488784806,0.81267732
1808,0.9344,0.20308,0.8916,0.23999,0.784185,0.398156,0.170626305,0.586533333,0.4792,0.298,0.3886772,0.72672208,0.395,0.367675,0.942222222,0.4728,0.12925,0.251129444,0.540790263,0.636797143,0.6409,0.983706,0.7449,0.728064516,0.703558729,0.7947,0.497635271,0.504408818,0.776252505,0.939759519,0.902845691,0.21333705,0.14125,0.565826113,0.67958,0.3918,0.56408,0.777472491,0.116611667,0.4247587,0.769587302,0.251848,0.1545416,0.608272,0.6283936,0.0874016,0.9968936,0.40086,0.8385816,0.7284152,0.123624,0.6947352,0.2921,0.7166,0.501587,0.406682173,0.77039201
1809,0.7946,0.6069325,0.8271925,0.588275,0.618155,0.1868778,0.483732777,0.7544,0.7246,0.557,0.3884036,0.36058582,0.3284,0.5835576,0.901666667,0.0465,0.29075,0.376353333,0.96738913,0.667822143,0.47836,0.602082,0.3674,0.632903226,0.683875122,0.7206,0.391743487,0.59490982,0.68993988,0.930681363,0.606673347,0.4864084,0.5986875,0.224340913,0.82596,0.50374,0.74458,0.349899967,0.5043,0.5440567,0.450296825,0.4703512,0.524204,0.1108072,0.8315224,0.172624,0.483944,0.2624552,0.6136496,0.5751192,0.3788288,0.6736168,0.3625752,0.6101,-0.248708,0.047400419,0.382541816
1810,0.6138,0.4802325,0.8206,0.557125,0.34896,0.510106,0.231177453,0.539866667,0.7492,0.3305,0.6281098,0.4674228,0.369,0.1623518,0.723333333,0.2358,0.0695,0.114174444,0.937742581,0.777305,0.5123,0.795722,0.8682,0.964193548,0.615656887,0.7423,0.169659319,0.491482966,0.906653307,0.477855711,0.698116232,0.4892967,0.09275,0.25047195,0.698,0.27984,0.53406,0.381507169,0.426174,0.05115065,0.78138254,0.4992392,0.2884016,0.1407824,0.8302432,0.3895264,0.869988,0.4078104,0.611924,0.8416144,0.3782392,0.8895248,0.3130312,0.9671,0.585101,0.454751815,0.816313986
1811,0.6366,0.26973,0.868525,0.076615,0.38442,0.231603,0.034655532,0.4604,0.5558,0.1995,0.714032,0.44956938,0.3793,0.272933,0.871666667,0.3316,0.38725,0.144730556,0.731153718,0.464070714,0.24284,0.723814,0.3505,0.604193548,0.583300334,0.5666,0.103647295,0.538717435,0.728456914,0.563907816,0.371442886,0.2388062,0.4243125,0.289074613,0.37146,0.46232,0.4556,0.639809937,0.243117,0.48697325,0.916736508,0.2367888,0.0894032,0.6640768,0.507796,0.1383432,0.8359688,0.4990728,0.5374256,0.8536432,0.3467072,0.7101792,0.4409984,0.7631,0.579312,0.555772156,0.908099757
1812,0.9901,0.3426475,0.636255,0.547515,0.961175,0.5699224,0.13743215,0.570533333,0.7336,0.2162,0.301387,0.80692066,0.6015,0.3181042,0.944444444,0.1907,0.3435,0.318788333,0.778276092,0.665137143,0.18752,0.69365,0.958,0.46,0.430146197,0.7364,0.318336673,0.585931864,0.470320641,0.451262525,0.423466934,0.01115915,0.4625625,0.49188715,0.3951,0.66462,0.99892,0.365095032,0.053849333,0.2220803,0.836422222,0.037032,0.345072,0.614968,0.8599928,0.4061864,0.5910304,0.4337992,0.47846,0.492764,0.3228368,0.6663672,0.3408504,0.8054,0.629704,0.578292601,0.892285298
1813,0.6813,0.052625,0.5112475,0.62804,0.796435,0.1937374,0.502058455,0.3214,0.6646,0.2132,0.6858472,0.68478076,0.4775,0.4899888,0.991111111,0.0852,0.1415,0.444012222,0.705875292,0.768653571,0.6406,0.529096667,0.7785,0.643548387,0.360849183,0.3605,0.335490982,0.738416834,0.599659319,0.807695391,0.921322645,0.02796355,0.420625,0.5483064,0.82872,0.24894,0.70934,0.725201734,0.161395333,0.31540215,0.77492381,0.4064288,0.40272,0.431608,0.9374056,0.6467976,0.5842272,0.0605896,0.3429832,0.6685776,0.5889456,0.7688056,0.1318096,0.6021,0.416697,0.416185332,0.755516076
1814,0.4832,0.3343975,0.541675,0.059715,0.845115,0.7222074,0.179127349,0.383333333,0.778,0.3565,0.6051242,0.59012944,0.4794,0.527827,0.605555556,0.203,0.18775,0.089348333,0.936182061,0.876048571,0.48634,0.550103333,0.6047,0.65483871,0.334964101,0.4074,0.042124248,0.766653307,0.5449499,0.393046092,0.767374749,0.5202798,0.0943125,0.058646363,0.69338,0.34828,0.4887,0.841287096,0.317320333,0.50813905,0.831368254,0.0665344,0.3659168,0.1659744,0.6597432,0.0659352,0.9584376,0.5477256,0.7882456,0.7173112,0.3994576,0.3729224,0.0721968,0.6116,0.510803,0.40540868,0.771216523
1815,0.8032,0.643225,0.7944825,0.35067,0.37088,0.4069364,0.293586639,0.5138,0.6638,0.5254,0.4863656,0.82505742,0.5684,0.5838508,0.596111111,0.1064,0.372,0.080345,0.66156052,0.772532143,0.6426,0.989362,0.9656,0.944193548,0.49701626,0.9353,0.431082164,0.703326653,0.70747495,0.641202405,0.555250501,0.0988571,0.205125,0.202960962,0.34138,0.28974,0.77982,0.493337779,0.457882,0.47093855,0.619350794,0.4205656,0.5574248,0.6487704,0.5733736,0.5974576,0.7028504,0.3328664,0.4448064,0.4017736,0.3991624,0.5626688,0.4415288,0.5219,-0.180628,0.087724807,0.407956103
1816,0.948,0.5732775,0.6446225,0.039165,0.862845,0.4950148,0.504446764,0.542933333,0.5074,0.2386,0.5635314,0.39940986,0.6967,0.3122378,0.607222222,0.1675,0.21175,0.402816667,0.95552851,0.568780714,0.47438,0.925802667,0.5386,0.947096774,0.332537349,0.5276,0.035771543,0.761122244,0.751823647,0.791422846,0.913006012,0.012472,0.006,0.270664125,0.86094,0.6205,0.71362,0.691773925,0.282016667,0.5091011,0.960544444,0.1808568,0.0887512,0.4896456,0.8219256,0.5103128,0.4901568,0.5030016,0.6176768,0.6645672,0.0134088,0.6402064,0.0700776,0.9706,0.40436,0.529955286,0.873869411
1817,0.7283,0.3937875,0.6413275,0.619095,0.837055,0.7002564,0.122029228,0.559733333,0.6928,0.3625,0.5096248,0.35491806,0.5335,0.353889,0.922222222,0.5021,0.09775,0.021961667,0.712427476,0.821456429,0.52626,0.945732,0.9819,0.618064516,0.427180056,0.9166,0.315951904,0.891182365,0.735631263,0.821462926,0.522004008,0.24589555,0.4323125,0.240375875,0.725,0.50824,0.7072,0.543477826,0.337914333,0.20123525,0.867312698,0.1442864,0.3678712,0.6710928,0.89678,0.56638,0.8451392,0.301136,0.4166184,0.7879448,0.4993584,0.878808,0.3718488,0.7046,0.547785,0.446365776,0.802208116
1818,0.4613,0.407645,0.79854,0.40999,0.61106,0.2247432,0.512413361,0.466333333,0.9492,0.5899,0.3667862,0.36880402,0.4117,0.4151926,0.76,0.1377,0.27,0.092895,0.909033011,0.830704286,0.57646,0.82804,0.8988,0.680645161,0.217671647,0.9431,0.012024048,0.497294589,0.506713427,0.898136273,0.742745491,0.406325,0.2665625,0.313127075,0.47642,0.36718,0.7173,0.601823941,0.330396,0.27018435,0.91814127,0.3673992,0.6238664,0.632188,0.6712592,0.380876,0.8682128,0.008008,0.329176,0.809536,0.268024,0.9264024,0.0446432,0.8617,-0.217153,0.075243467,0.400049766
1819,0.4841,0.09057,0.5650025,0.626385,0.40054,0.3888268,0.469924843,0.762666667,0.621,0.5729,0.330666,0.64057236,0.7823,0.1629386,0.704444444,0.3887,0.38175,0.033420556,0.461213738,0.638587143,0.3378,0.976434667,0.4668,0.820967742,0.278070439,0.6676,0.525631263,0.495971944,0.618517034,0.683466934,0.328957916,0.3183645,0.299,0.007572063,0.70874,0.33568,0.8123,0.328022674,0.280055333,0.51198735,0.532857143,0.531508,0.1643128,0.4261872,0.7512304,0.6365456,0.8936528,0.4313816,0.7686864,0.9529624,0.516156,0.5015216,0.262692,0.8143,-0.334997,0.04407771,0.387255224
1820,0.6905,0.61617,0.7785075,0.66118,0.44793,0.4126986,0.315098121,0.5334,0.9504,0.5848,0.7911976,0.46175502,0.5758,0.228642,0.622777778,0.3892,0.02925,0.367077778,0.984864955,0.91483,0.2397,0.794106,0.9407,0.534193548,0.64100278,0.4355,0.279779559,0.796192385,0.714649299,0.378957916,0.643006012,0.2823926,0.182,0.004305688,0.61728,0.27174,0.77492,0.8033011,0.152242333,0.003688,0.819293651,0.5438,0.0636728,0.2278392,0.8081704,0.5830408,0.490748,0.507836,0.5308104,0.7765328,0.427748,0.8041072,0.337936,0.8042,-0.299603,0.045038232,0.385216764
1821,0.6461,0.0107225,0.577935,0.043475,0.54884,0.221725,0.233035491,0.5174,0.8166,0.3389,0.5244014,0.54790474,0.5519,0.2937586,0.489444444,0.0692,0.20425,0.492846667,0.666242081,0.643061429,0.17954,0.474155333,0.8702,0.531935484,0.668236235,0.6102,0.224849699,0.601503006,0.701643287,0.408997996,0.665791583,0.40685015,0.262875,0.040235863,0.83026,0.2009,0.86686,0.326198733,0.137532333,0.62775775,0.647150794,0.601576,0.3398616,0.6704544,0.9134136,0.5192832,0.7818336,0.1944616,0.4488336,0.8058344,0.471952,0.4655896,0.3400552,0.8194,0.015303,0.133269632,0.438280318
1822,0.8006,0.4620875,0.96843,0.657865,0.529495,0.594343,0.308989562,0.3882,0.4644,0.5156,0.741122,0.29909078,0.517,0.2855458,0.954444444,0.1082,0.439,0.074343333,0.530803601,0.459894286,0.3395,0.607198667,0.4256,0.544193548,0.41100178,0.4732,0.045811623,0.645551102,0.915150301,0.881242485,0.702725451,0.45700075,0.4369375,0.37904855,0.32512,0.35128,0.53068,0.575995332,0.308167667,0.1746177,0.763971429,0.307472,0.0473888,0.4966608,0.9153328,0.258168,0.909036,0.2249832,0.7807672,0.8669064,0.1990656,0.683388,0.2971344,0.6864,-0.116169,0.115196819,0.427170504
1823,0.9442,0.0120425,0.692295,0.56541,0.761615,0.2178836,0.169035491,0.6216,0.3844,0.5239,0.511814,0.78935064,0.3113,0.421939,0.853888889,0.3327,0.4295,0.455470556,0.782957653,0.457507857,0.28932,0.739972667,0.7665,0.821612903,0.446324474,0.7177,0.20743487,0.931002004,0.611603206,0.667815631,0.4850501,0.2185884,0.0335,0.501983213,0.55744,0.384,0.63426,0.768659553,0.419636333,0.41738275,0.863661905,0.4589808,0.5085704,0.5036768,0.5695344,0.1463528,0.7241488,0.5894288,0.6392496,0.5183648,0.55594,0.7823592,0.344824,0.4519,-0.243724,0.069533061,0.396901361
1824,0.5316,0.08859,0.91645,0.458705,0.6059,0.5095572,0.390517745,0.4176,0.766,0.5827,0.7537094,0.68563096,0.7078,0.358582,0.658333333,0.3408,0.31775,0.039422222,0.743947983,0.604877143,0.62208,0.875978667,0.5652,0.824193548,0.643699126,0.7475,0.524829659,0.627094188,0.855931864,0.69002004,0.920400802,0.03741605,0.61475,0.3223323,0.78638,0.34318,0.51628,0.726722241,0.360469667,0.42123105,0.455631746,0.3317504,0.5590528,0.3879208,0.3651264,0.0608088,0.8120072,0.2648728,0.8184472,0.5970184,0.053192,0.91474,0.4820648,0.6365,-0.298483,0.055152691,0.392091061
1825,0.8003,0.1321425,0.92507,0.186635,0.336065,0.4305338,0.382551148,0.488,0.7514,0.5905,0.743311,0.71850386,0.6938,0.5005484,0.914444444,0.3903,0.3665,0.455743333,0.729903301,0.711973571,0.18838,0.571918,0.9011,0.839677419,0.624554909,0.3733,0.40759519,0.746593186,0.53246493,0.557034068,0.556172345,0.2262029,0.4138125,0.493074925,0.86924,0.68504,0.93978,0.306142047,0.425520333,0.21117675,0.448893651,0.397824,0.3939264,0.6462192,0.8798256,0.2245272,0.7478144,0.0222112,0.3044392,0.9279784,0.2765704,0.3886824,0.4187432,0.8118,-0.425432,0.005453393,0.368987572
1826,0.4685,0.0486675,0.6943225,0.23336,0.65813,0.4003512,0.093611691,0.548133333,0.676,0.1691,0.6489062,0.60769946,0.5877,0.1931504,0.879444444,0.5044,0.15125,0.403089444,0.932124041,0.993287857,0.41564,0.802454667,0.4768,0.874193548,0.417742845,0.7442,0.10997996,0.66745491,0.816633267,0.710681363,0.703647295,0.4588387,0.15575,0.40755515,0.46814,0.46924,0.99402,0.57417139,0.187219333,0.19546275,0.444680952,0.31116,0.6085584,0.53716,0.7851392,0.3622936,0.9173184,0.3754752,0.659384,0.687084,0.31488,0.6581728,0.4439128,0.9394,0.114809,0.253897898,0.733910711
1827,0.7125,0.31028,0.57371,0.253605,0.627925,0.0352932,0.07136952,0.7846,0.806,0.0739,0.5075998,0.86657198,0.5577,0.3048714,0.963888889,0.3655,0.12325,0.280311667,0.648776259,0.958082143,0.23364,0.757128,0.2578,0.882903226,0.579591608,0.7449,0.501482966,0.736252505,0.692885772,0.821943888,0.469118236,0.36097615,0.10475,0.540546875,0.51856,0.30772,0.7448,0.813771257,0.306405333,0.31001425,0.778373016,0.0034168,0.8388688,0.2201696,0.9275992,0.0748888,0.3801064,0.3149352,0.2593648,0.4036728,0.7020672,0.3573744,0.5812224,0.7293,0.30896524,0.418178676,0.872035339
