Sim_No.,1:V__TIMP.bsn,2:V__SFTMP.bsn,3:V__SMTMP.bsn,4:V__SMFMN.bsn,5:V__SMFMX.bsn,6:V__SNOCOVMX.bsn,7:V__SURLAG.bsn,8:V__ADJ_PKR.bsn,9:V__EVRCH.bsn,10:V__TRNSRCH.bsn,11:V__GW_DELAY.gw,12:V__GWQMN.gw,13:V__ALPHA_BF.gw,14:V__REVAPMN.gw,15:V__GW_REVAP.gw,16:V__RCHRG_DP.gw,17:V__GW_SPYLD.gw,18:V__LAT_TTIME.hru,19:V__OV_N.hru,20:V__SLSUBBSN.hru,21:R__HRU_SLP.hru,22:V__SLSOIL.hru,23:V__ESCO.hru,24:V__CH_N2.rte,25:V__CH_K2.rte,26:V__ALPHA_BNK.rte,27:R__CH_WDR.rte,28:R__CH_D.rte,29:R__CH_W2.rte,30:R__CH_L2.rte,31:R__CH_S2.rte,32:V__SOL_K(..).sol,33:V__SOL_BD(..).sol,34:V__ELEVB(..).sub,35:R__CH_L1.sub,36:R__CH_S1.sub,37:R__CH_W1.sub,38:V__CH_N1.sub,39:V__CH_K1.sub,40:V__PLAPS.sub,41:V__CN2.mgt,42:V__RAINHHMX(..).wgn,43:V__RAINHHMX(..).wgn,44:V__RAINHHMX(..).wgn,45:V__RAINHHMX(..).wgn,46:V__RAINHHMX(..).wgn,47:V__RAINHHMX(..).wgn,48:V__RAINHHMX(..).wgn,49:V__RAINHHMX(..).wgn,50:V__RAINHHMX(..).wgn,51:V__RAINHHMX(..).wgn,52:V__RAINHHMX(..).wgn,53:V__RAINHHMX(..).wgn,54:V__BIOMIX.mgt,NSE,bR?,D
998,0.0503,0.31175,0.98175,0.29525,0.66425,0.65075,0.764751566,0.975733333,0.5628,0.5383,0.28675,0.63575,0.5107,0.21025,0.827222222,0.4207,0.60875,0.47275,0.400250083,0.83475,0.49624,0.15725,0.6467,0.812258065,0.350749985,0.5173,0.490741483,0.118256513,0.634749499,0.331242485,0.303747495,0.00575,0.77725,0.70225,0.29474,0.48726,0.83426,0.97774925,0.50325,0.00725,0.089750794,0.6522504,0.2602504,0.6597504,0.3047504,0.0192504,0.1787504,0.1792504,0.9867504,0.8357504,0.7957504,0.1227504,0.4317504,0.6687,-0.346392,0.021584912,0.373912565
999,0.7617,0.07175,0.22925,0.63375,0.87875,0.33325,0.199749478,0.484266667,0.2468,0.2422,0.19325,0.89025,0.2442,0.01275,0.736666667,0.1093,0.82725,0.42125,0.114251417,0.81175,0.31226,0.20325,0.8188,0.931612903,0.107750045,0.2362,0.935250501,0.516753507,0.371743487,0.075250501,0.863747495,0.76775,0.05825,0.15025,0.31874,0.55674,0.93576,0.341250417,0.34175,0.53725,0.544750794,0.8152504,0.2877504,0.2982504,0.5837504,0.2082504,0.2537504,0.0427504,0.9362504,0.7317504,0.1662504,0.6912504,0.9747504,0.1758,-0.625932,0.157599687,0.65143474
1000,0.9457,0.28525,0.69325,0.75525,0.79175,0.00575,0.748751566,0.837733333,0.6648,0.0393,0.21825,0.92525,0.4807,0.19675,0.33,0.9833,0.40175,0.21325,0.69375125,0.52025,0.34474,0.81925,0.3478,0.496774194,0.129750005,0.8832,0.563747495,0.722244489,0.509258517,0.942745491,0.629258517,0.22325,0.48575,0.25875,0.28926,0.16324,0.47976,0.093251084,0.85975,0.96925,0.115750794,0.2682504,0.2597504,0.7612504,0.6587504,0.0502504,0.7207504,0.0457504,0.8342504,0.9962504,0.4352504,0.8902504,0.8177504,0.7003,-13.86778,0.121677622,0.426299586
1001,0.9273,0.47775,0.80275,0.61675,0.28525,0.76125,0.234751566,0.033266667,0.2048,0.2988,0.73375,0.58175,0.2128,0.35225,0.996666667,0.1133,0.77575,0.21975,0.60774925,0.37975,0.65776,0.68275,0.5353,0.116774194,0.613250135,0.0068,0.250240481,0.340741483,0.583246493,0.564248497,0.710741483,0.71225,0.60375,0.48325,0.29226,0.25476,0.86526,0.77375125,0.41975,0.54375,0.011749206,0.5897504,0.5202504,0.2607504,0.9972504,0.0927504,0.1957504,0.7557504,0.7887504,0.4797504,0.9532504,0.7552504,0.8807504,0.6618,-0.031496,0.000639411,0.185094578
1002,0.8487,0.41875,0.32325,0.60225,0.92975,0.99125,0.853248434,0.237266667,0.2528,0.5642,0.30375,0.42825,0.7182,0.94225,0.727777778,0.4053,0.78575,0.72025,0.421750584,0.39925,0.33676,0.57675,0.8108,0.095806452,0.496750065,0.4997,0.179258517,0.587755511,0.173747495,0.966753507,0.042745491,0.39525,0.46275,0.27225,0.05876,0.46576,0.44926,0.53075025,0.75075,0.81575,0.348250794,0.3347504,0.4282504,0.7227504,0.0702504,0.2022504,0.4182504,0.4862504,0.6917504,0.2127504,0.4687504,0.6717504,0.0837504,0.2288,-0.31639,0.019815337,0.368077104
1003,0.4597,0.38375,0.38275,0.85725,0.26825,0.86375,0.842751566,0.203266667,0.7102,0.3543,0.81475,0.28075,0.1743,0.99775,0.481666667,0.6102,0.77425,0.40525,0.529749917,0.77125,0.85276,0.08325,0.8382,0.293870968,0.636750065,0.2393,0.454749499,0.808256513,0.952745491,0.611242485,0.145751503,0.12525,0.01475,0.53125,0.03824,0.54524,0.41376,0.24924975,0.13275,0.70025,0.138250794,0.9227504,0.5722504,0.0152504,0.5487504,0.9807504,0.1057504,0.4927504,0.1492504,0.0587504,0.3507504,0.7137504,0.7807504,0.8947,0.17767,0.16337057,0.480888472
1004,0.8903,0.84375,0.05625,0.96775,0.70975,0.44825,0.353749478,0.838266667,0.4968,0.4697,0.19575,0.44325,0.3587,0.74225,0.41,0.2288,0.17125,0.22325,0.06075025,0.45675,0.03824,0.70475,0.2848,0.647096774,0.534750105,0.3043,0.092244489,0.578757515,0.741743487,0.673747495,0.917755511,0.22125,0.93275,0.47875,0.02026,0.09726,0.38976,0.113251084,0.56075,0.04825,0.653749206,0.0587504,0.6577504,0.4162504,0.0747504,0.8392504,0.7897504,0.0187504,0.4567504,0.4982504,0.0572504,0.6157504,0.9467504,0.0927,-0.334241,0.036020366,0.380964142
1005,0.2892,0.95775,0.71075,0.02225,0.16525,0.53425,0.846250522,0.210266667,0.0552,0.7523,0.06175,0.99175,0.5707,0.88075,0.530555556,0.6047,0.93225,0.97475,0.100250083,0.71925,0.48726,0.46975,0.0192,0.866129032,0.809750005,0.2508,0.669258517,0.115250501,0.211242485,0.801242485,0.410741483,0.52125,0.54075,0.33375,0.23174,0.37574,0.74874,0.59624875,0.82175,0.47125,0.474749206,0.8527504,0.0947504,0.2812504,0.1827504,0.7192504,0.7247504,0.3622504,0.8872504,0.2647504,0.7742504,0.7807504,0.4112504,0.6208,-0.415943,0.004620778,0.367786872
1006,0.4658,0.80975,0.21925,0.57125,0.19325,0.83625,0.628751566,0.091266667,0.9722,0.6892,0.66275,0.79325,0.9342,0.14625,0.267222222,0.7883,0.01725,0.47325,0.515248416,0.55325,0.74276,0.83775,0.6482,0.308709677,0.372249955,0.5153,0.933246493,0.240741483,0.833246493,0.672244489,0.379258517,0.57675,0.29325,0.12325,0.65026,0.17726,0.39126,0.941750584,0.72525,0.31625,0.177250794,0.0122504,0.1077504,0.5342504,0.8577504,0.8952504,0.5427504,0.8952504,0.6872504,0.2422504,0.8222504,0.8697504,0.6662504,0.5853,-0.390282,0.01134618,0.370764693
1007,0.2722,0.65675,0.05525,0.78025,0.72025,0.39825,0.986751566,0.916733333,0.6732,0.6077,0.56225,0.00325,0.4367,0.76675,0.785555556,0.8832,0.39875,0.34925,0.014751584,0.06375,0.50226,0.86275,0.4338,0.020645161,0.203249935,0.8698,0.415751503,0.764248497,0.443246493,0.883246493,0.193747495,0.43325,0.71075,0.83375,0.37776,0.93376,0.85974,0.069749917,0.12125,0.53275,0.685250794,0.3432504,0.6387504,0.9952504,0.2177504,0.5822504,0.9157504,0.5102504,0.1907504,0.6682504,0.8232504,0.5162504,0.4602504,0.4952,-0.312813,0.035776675,0.381028489
1008,0.4498,0.64825,0.78225,0.04025,0.49075,0.12975,0.076250522,0.148266667,0.9348,0.9243,0.49375,0.89725,0.5928,0.50425,0.603333333,0.3823,0.46425,0.99675,0.182750917,0.67125,0.95876,0.60275,0.2023,0.041612903,0.039250015,0.9358,0.760240481,0.605250501,0.933246493,0.700240481,0.145250501,0.64325,0.96575,0.09225,0.20724,0.85174,0.51974,0.139749917,0.60725,0.10725,0.744249206,0.5602504,0.7012504,0.5287504,0.8557504,0.5287504,0.7082504,0.6982504,0.8827504,0.7772504,0.4057504,0.7172504,0.9317504,0.1417,-0.462094,0.000171564,0.36870489
1009,0.1262,0.88225,0.27925,0.77125,0.48225,0.91575,0.291248434,0.873266667,0.9098,0.5493,0.82425,0.09925,0.1262,0.80075,0.462777778,0.0353,0.78475,0.61025,0.28924975,0.93575,0.48924,0.06425,0.3772,0.282258065,0.776750065,0.8537,0.046753507,0.899759519,0.152244489,0.072244489,0.241242485,0.04025,0.74175,0.08125,0.86276,0.86876,0.34524,0.15075025,0.49475,0.67025,0.226750794,0.4557504,0.3602504,0.3882504,0.2497504,0.8617504,0.2322504,0.8457504,0.1797504,0.7807504,0.9817504,0.6402504,0.1732504,0.4117,-0.212455,0.034544541,0.365735965
1010,0.9172,0.11175,0.53275,0.16975,0.34375,0.64025,0.845248434,0.547266667,0.5072,0.2397,0.57175,0.88275,0.1177,0.96725,0.302777778,0.7847,0.10525,0.27975,0.673251084,0.37025,0.09726,0.86325,0.7613,0.493870968,0.601749965,0.6908,0.773747495,0.329759519,0.125751503,0.854248497,0.362244489,0.00075,0.55675,0.63725,0.78324,0.20576,0.85574,0.541250417,0.81075,0.48475,0.114750794,0.4257504,0.0417504,0.7837504,0.8037504,0.4992504,0.4582504,0.7102504,0.3512504,0.4342504,0.3142504,0.2537504,0.1722504,0.8232,-0.127442,0.002588906,0.30199191
1011,0.3927,0.30375,0.16425,0.42375,0.66225,0.12575,0.301749478,0.288733333,0.8458,0.2113,0.75275,0.97725,0.9032,0.75775,0.695,0.2718,0.45125,0.82575,0.22774925,0.72775,0.71876,0.47725,0.9358,0.669354839,0.360249995,0.0278,0.037254509,0.484749499,0.243246493,0.789759519,0.820240481,0.34225,0.74025,0.50175,0.37926,0.40874,0.32426,0.081750584,0.61125,0.02575,0.993750794,0.7902504,0.8527504,0.2432504,0.0252504,0.8697504,0.9662504,0.5322504,0.9797504,0.4662504,0.9032504,0.9937504,0.0442504,0.5727,-5.423347,0.001434628,0.281674556
1012,0.7703,0.03725,0.13175,0.56525,0.17975,0.82975,0.742751566,0.198266667,0.7988,0.6883,0.01925,0.18375,0.3862,0.44425,0.466111111,0.5688,0.23725,0.18775,0.164751584,0.44425,0.69726,0.38875,0.9603,0.722258065,0.277750045,0.3097,0.784749499,0.803246493,0.090741483,0.282745491,0.112745491,0.37525,0.01625,0.26025,0.15326,0.10326,0.23574,0.20924975,0.23275,0.83775,0.359250794,0.3092504,0.6717504,0.1752504,0.4287504,0.0687504,0.7842504,0.3777504,0.1042504,0.0347504,0.2012504,0.6967504,0.1822504,0.3368,-0.360673,0.024791065,0.378201423
1013,0.4027,0.29975,0.15325,0.89475,0.33575,0.68925,0.363248434,0.365266667,0.4058,0.2383,0.47075,0.24375,0.4947,0.28525,0.060555556,0.7648,0.75025,0.14625,0.556748916,0.34525,0.11476,0.81725,0.5013,0.054193548,0.162749945,0.5362,0.468256513,0.624248497,0.742244489,0.044749499,0.421743487,0.90825,0.62075,0.42525,0.01324,0.36674,0.22726,0.282750917,0.04925,0.83075,0.073249206,0.7747504,0.4322504,0.3037504,0.4567504,0.6692504,0.7322504,0.0297504,0.4652504,0.1082504,0.6677504,0.4882504,0.8347504,0.8568,-0.151471,0.016356068,0.332296595
1014,0.3957,0.25925,0.52625,0.62275,0.97825,0.65875,0.969248434,0.603733333,0.8372,0.6292,0.53225,0.89375,0.9097,0.82125,0.540555556,0.1622,0.09075,0.78425,0.52075025,0.27475,0.29126,0.02425,0.9243,0.811612903,0.667750045,0.5247,0.345250501,0.804749499,0.188256513,0.417755511,0.882244489,0.91225,0.96425,0.93225,0.90726,0.08074,0.58424,0.03774925,0.25325,0.63375,0.951249206,0.7252504,0.5337504,0.5632504,0.5777504,0.4692504,0.7072504,0.1342504,0.2412504,0.5637504,0.5097504,0.5317504,0.7702504,0.2042,-0.270516,0.038526433,0.377685364
1015,0.6053,0.57025,0.67875,0.43675,0.97625,0.20575,0.401248434,0.453733333,0.7002,0.4658,0.50975,0.69775,0.9962,0.66625,0.256111111,0.7172,0.75725,0.48075,0.154751584,0.07375,0.00426,0.99175,0.5512,0.501290323,0.874249915,0.1803,0.633246493,0.633747495,0.536753507,0.482244489,0.584749499,0.04225,0.16825,0.47225,0.23076,0.41624,0.59326,0.014251417,0.92475,0.48225,0.019750794,0.1452504,0.7442504,0.7572504,0.8857504,0.7042504,0.8767504,0.6732504,0.6892504,0.4192504,0.2692504,0.4397504,0.7847504,0.7972,-0.395509,3.69E-06,0.362288671
1016,0.4897,0.55175,0.43025,0.58225,0.79725,0.92525,0.244751566,0.548733333,0.6978,0.3047,0.61525,0.61475,0.8428,0.28625,0.695,0.7477,0.95825,0.09775,0.890250083,0.75675,0.83874,0.54725,0.2508,0.132903226,0.002249955,0.3862,0.143747495,0.569759519,0.282745491,0.865751503,0.764248497,0.37675,0.85775,0.79225,0.60174,0.50724,0.60626,0.892750917,0.69025,0.38375,0.155250794,0.7357504,0.5182504,0.4607504,0.9417504,0.0592504,0.3862504,0.3747504,0.6172504,0.2152504,0.6437504,0.6372504,0.6812504,0.0003,-46.379662,0.097957128,0.337602858
1017,0.6388,0.10825,0.48525,0.71475,0.22725,0.55075,0.483248434,0.486733333,0.6258,0.8683,0.32075,0.69375,0.5403,0.16175,0.402222222,0.5483,0.15475,0.61425,0.346748916,0.70325,0.36874,0.53625,0.0613,0.868709677,0.535250095,0.9018,0.072244489,0.549258517,0.060240481,0.021242485,0.991743487,0.23525,0.75775,0.35125,0.20076,0.79874,0.71724,0.595248416,0.14275,0.95575,0.848250794,0.3627504,0.7592504,0.2617504,0.2902504,0.1512504,0.9082504,0.0597504,0.7217504,0.8532504,0.5832504,0.9402504,0.8062504,0.1982,-1.001265,0.205916442,0.751806711
1018,0.0367,0.68275,0.45625,0.54875,0.46575,0.74875,0.866250522,0.440266667,0.6042,0.8357,0.14625,0.96925,0.5443,0.40025,0.831666667,0.3002,0.88375,0.77275,0.117249083,0.31975,0.32574,0.66125,0.7078,0.421612903,0.162249955,0.9072,0.015250501,0.187755511,0.389759519,0.158256513,0.664749499,0.47475,0.54925,0.66225,0.90574,0.19826,0.78376,0.428249416,0.06925,0.04075,0.929249206,0.4792504,0.5212504,0.8952504,0.7177504,0.1107504,0.0592504,0.9157504,0.3617504,0.1832504,0.1492504,0.4142504,0.8987504,0.9762,-0.443755,0.00392928,0.369770876
1019,0.6382,0.68675,0.68025,0.67275,0.23025,0.11075,0.253248434,0.199733333,0.3748,0.4058,0.48375,0.56525,0.7857,0.39575,0.093333333,0.3442,0.01075,0.82125,0.712750917,0.85975,0.50724,0.70125,0.9898,0.090645161,0.178750025,0.8117,0.341242485,0.588256513,0.031242485,0.365250501,0.286753507,0.01025,0.99925,0.88025,0.18476,0.68876,0.69024,0.793251084,0.18375,0.12775,0.144249206,0.7147504,0.3782504,0.0712504,0.2627504,0.5877504,0.5497504,0.9592504,0.6117504,0.4362504,0.4757504,0.4612504,0.0997504,0.4807,0.285876,0.295521888,0.650055606
1020,0.2912,0.06325,0.91925,0.84225,0.18675,0.13325,0.571749478,0.351733333,0.3062,0.6112,0.78375,0.38475,0.3972,0.90125,0.255,0.6612,0.03575,0.99175,0.366748916,0.60525,0.68476,0.85775,0.5468,0.855806452,0.850749985,0.9877,0.093246493,0.347755511,0.261242485,0.954248497,0.970240481,0.69725,0.86925,0.47125,0.87874,0.66424,0.73776,0.357249083,0.48825,0.45875,0.131750794,0.2552504,0.1182504,0.7977504,0.2297504,0.0217504,0.5102504,0.2277504,0.6607504,0.6702504,0.0087504,0.3787504,0.3387504,0.7768,-0.33311,0.012715019,0.364430502
1021,0.5798,0.82025,0.68825,0.66975,0.98125,0.85925,0.560250522,0.753733333,0.6778,0.0887,0.72725,0.72425,0.0182,0.40075,0.077777778,0.6168,0.19975,0.34275,0.361750584,0.05775,0.30024,0.08475,0.9528,0.175806452,0.447250055,0.1887,0.221242485,0.816252505,0.219759519,0.097755511,0.421242485,0.06575,0.69275,0.24175,0.68276,0.22526,0.95476,0.569749917,0.85775,0.93075,0.093750794,0.7617504,0.0527504,0.1337504,0.3062504,0.2537504,0.8117504,0.9057504,0.5767504,0.6327504,0.6247504,0.1577504,0.4872504,0.1343,-18.751425,0.025603123,0.285065474
1022,0.7247,0.05975,0.91425,0.48425,0.43575,0.51925,0.873749478,0.882266667,0.0578,0.2792,0.08525,0.07325,0.5472,0.24575,0.244444444,0.4672,0.50875,0.93525,0.305248416,0.74125,0.11524,0.29875,0.4753,0.972258065,0.685250095,0.4958,0.682244489,0.726252505,0.887254509,0.505751503,0.597254509,0.87925,0.28325,0.97175,0.11624,0.66576,0.13424,0.829749917,0.39475,0.34875,0.794250794,0.1937504,0.9652504,0.6727504,0.9602504,0.0922504,0.4087504,0.6167504,0.6512504,0.8272504,0.6852504,0.4012504,0.7562504,0.7573,0.370956,0.383950983,0.724295025
1023,0.1042,0.97425,0.95175,0.88725,0.95775,0.90925,0.426250522,0.846266667,0.1158,0.7172,0.89275,0.45025,0.4582,0.89875,0.536666667,0.0777,0.75675,0.23075,0.24225075,0.01625,0.94476,0.81675,0.2093,0.272258065,0.960249995,0.5508,0.369258517,0.032244489,0.001743487,0.011242485,0.398757515,0.38925,0.44075,0.11775,0.05226,0.16476,0.60326,0.486748916,0.72125,0.44275,0.850250794,0.5182504,0.7902504,0.3722504,0.6262504,0.6662504,0.7437504,0.1207504,0.0157504,0.8752504,0.9447504,0.4847504,0.4902504,0.7352,-94.590927,0.031703802,0.217638325
1024,0.6852,0.57525,0.45825,0.21225,0.79125,0.03325,0.195248434,0.884266667,0.8828,0.7843,0.99475,0.71525,0.9028,0.39525,0.378888889,0.4502,0.06225,0.61725,0.06624875,0.67725,0.08176,0.60625,0.1957,0.438387097,0.384750105,0.2128,0.802244489,0.668256513,0.080240481,0.997755511,0.319759519,0.89475,0.47925,0.32575,0.63324,0.56074,0.44976,0.555248416,0.05425,0.08875,0.541749206,0.4022504,0.0112504,0.3617504,0.6302504,0.8097504,0.8742504,0.1507504,0.4517504,0.3552504,0.5457504,0.3277504,0.9937504,0.7492,-0.460654,0.000532495,0.368850858
1025,0.8612,0.36975,0.69925,0.16225,0.35325,0.16775,0.623749478,0.257266667,0.3988,0.0972,0.11575,0.99525,0.7797,0.91625,0.121111111,0.0843,0.46475,0.12425,0.021250417,0.72025,0.33824,0.79025,0.2758,0.311612903,0.001749965,0.7582,0.334248497,0.857755511,0.854248497,0.023246493,0.710240481,0.49325,0.45325,0.50725,0.52324,0.80676,0.52174,0.116748916,0.51925,0.11675,0.880750794,0.1027504,0.5702504,0.1222504,0.0447504,0.0002504,0.7567504,0.1027504,0.8337504,0.5297504,0.0282504,0.6347504,0.2232504,0.3018,-81.835419,0.081308536,0.250688892
1026,0.5098,0.37025,0.83175,0.25975,0.78625,0.45925,0.890250522,0.916266667,0.2042,0.2952,0.42375,0.26875,0.7688,0.95525,0.691111111,0.7228,0.89875,0.28625,0.404751584,0.25925,0.39726,0.24375,0.5978,0.941290323,0.003749925,0.6898,0.267755511,0.050741483,0.127755511,0.960240481,0.149258517,0.94625,0.52925,0.08925,0.86024,0.19674,0.20076,0.494751584,0.70875,0.84775,0.674750794,0.7212504,0.6012504,0.8017504,0.5597504,0.1887504,0.5522504,0.7867504,0.8197504,0.0707504,0.4217504,0.2517504,0.5872504,0.8932,-3.985773,0.171545089,0.575657936
1027,0.3808,0.96475,0.37575,0.98925,0.57775,0.83525,0.091248434,0.844733333,0.8332,0.2982,0.07925,0.10075,0.4733,0.69275,0.826666667,0.4793,0.90825,0.52175,0.39375125,0.64925,0.52474,0.79075,0.6093,0.661290323,0.518750025,0.0477,0.017254509,0.447755511,0.476753507,0.563747495,0.024749499,0.50875,0.42275,0.67825,0.99476,0.34076,0.42374,0.20225075,0.71225,0.30375,0.091249206,0.8277504,0.1667504,0.1957504,0.3142504,0.3167504,0.0127504,0.4692504,0.9487504,0.5877504,0.7087504,0.5827504,0.3292504,0.2962,-0.44816,0.029234484,0.132481332
1028,0.5282,0.90425,0.09875,0.58475,0.32325,0.82625,0.005248434,0.345733333,0.7878,0.6908,0.73725,0.64625,0.5702,0.69125,0.192222222,0.4818,0.97425,0.67525,0.36774925,0.52575,0.05676,0.19075,0.9463,0.819354839,0.397750045,0.1328,0.536753507,0.897254509,0.419759519,0.985751503,0.099759519,0.08225,0.25975,0.61125,0.87976,0.63524,0.21024,0.85774925,0.01975,0.23225,0.245750794,0.6592504,0.2927504,0.3187504,0.4377504,0.0072504,0.0862504,0.9127504,0.9757504,0.5017504,0.8072504,0.2522504,0.1317504,0.1602,-0.425312,0.001088336,0.364276343
1029,0.4453,0.23625,0.52075,0.23025,0.43125,0.01425,0.861749478,0.157733333,0.9812,0.0207,0.29975,0.85875,0.7828,0.37975,0.196666667,0.6447,0.72725,0.89775,0.415248416,0.04875,0.16524,0.41825,0.4433,0.543225806,0.146250075,0.1832,0.273246493,0.185250501,0.368757515,0.920741483,0.077254509,0.68475,0.10975,0.10925,0.96824,0.22876,0.13824,0.258749583,0.86525,0.06725,0.959250794,0.8267504,0.4607504,0.0022504,0.8402504,0.7542504,0.3652504,0.6337504,0.5317504,0.0197504,0.9217504,0.9272504,0.0942504,0.6223,-55.989712,0.033062914,0.235786923
1030,0.5817,0.46475,0.22075,0.65225,0.23275,0.53625,0.974751566,0.420733333,0.2682,0.2668,0.76425,0.78675,0.7178,0.28825,0.282777778,0.1168,0.43375,0.45125,0.905748583,0.72575,0.06926,0.40175,0.3473,0.92516129,0.866750065,0.1053,0.790741483,0.492745491,0.856753507,0.781242485,0.773246493,0.12925,0.37125,0.86475,0.44676,0.04224,0.91726,0.986748916,0.01625,0.97275,0.391750794,0.8442504,0.2807504,0.5557504,0.2977504,0.5647504,0.7067504,0.8287504,0.4497504,0.6092504,0.1627504,0.1182504,0.6172504,0.3868,-0.302773,3.73E-05,0.348550774
1031,0.8583,0.38325,0.22225,0.68575,0.78225,0.57375,0.632751566,0.018266667,0.8608,0.3528,0.77825,0.30775,0.8338,0.16325,0.495,0.8692,0.94625,0.03625,0.554751584,0.42175,0.02626,0.98275,0.0503,0.328387097,0.257250055,0.2338,0.190741483,0.677755511,0.621242485,0.601743487,0.426252505,0.58725,0.20975,0.66575,0.03074,0.27424,0.12226,0.880250083,0.57775,0.12175,0.528249206,0.4722504,0.5527504,0.5397504,0.0992504,0.1422504,0.5612504,0.0667504,0.7052504,0.1282504,0.8712504,0.9082504,0.2102504,0.8142,-0.317496,0.036231269,0.378908582
1032,0.9663,0.42675,0.46425,0.76525,0.61025,0.87375,0.996751566,0.339733333,0.8202,0.7442,0.76725,0.50025,0.7172,0.38575,0.517222222,0.1867,0.21375,0.19075,0.238249416,0.31525,0.05474,0.99825,0.8227,0.490645161,0.159750005,0.2163,0.170240481,0.951743487,0.059258517,0.271242485,0.018757515,0.16525,0.04025,0.41375,0.37076,0.13776,0.56224,0.397249083,0.61325,0.56725,0.045750794,0.1942504,0.7512504,0.0137504,0.6642504,0.3752504,0.2227504,0.7027504,0.9542504,0.7312504,0.2297504,0.8267504,0.2507504,0.2558,-0.451801,0.000534601,0.368215793
1033,0.4773,0.92575,0.63175,0.72325,0.47075,0.04375,0.965248434,0.354733333,0.4908,0.8388,0.15775,0.94625,0.9043,0.42675,0.960555556,0.7498,0.03925,0.08875,0.073251084,0.82425,0.39676,0.26825,0.8163,0.912903226,0.933250135,0.7132,0.262244489,0.224248497,0.341743487,0.065250501,0.228256513,0.21225,0.13775,0.29125,0.19574,0.15074,0.82874,0.692750917,0.11925,0.26075,0.082250794,0.3632504,0.0337504,0.1942504,0.3692504,0.3997504,0.6637504,0.1852504,0.5887504,0.8632504,0.4107504,0.3127504,0.2492504,0.9477,-0.447138,0.004567819,0.370612925
1034,0.4313,0.13775,0.63925,0.91725,0.27125,0.66025,0.165749478,0.504733333,0.1062,0.4283,0.86175,0.92325,0.7928,0.01925,0.925,0.5822,0.21525,0.57975,0.478249416,0.98775,0.66724,0.99975,0.6012,0.833225806,0.010749985,0.7857,0.424749499,0.489759519,0.295250501,0.191242485,0.173747495,0.81025,0.10825,0.43725,0.71876,0.89774,0.37426,0.11225075,0.31775,0.69675,0.713250794,0.9342504,0.7492504,0.3237504,0.1837504,0.3977504,0.7737504,0.6627504,0.9642504,0.1892504,0.9242504,0.8412504,0.7602504,0.8923,-2.247999,0.212830607,0.692065441
1035,0.7303,0.19375,0.53425,0.01825,0.03175,0.49625,0.064751566,0.277733333,0.1052,0.0737,0.75375,0.97675,0.2202,0.41625,0.515555556,0.9423,0.10225,0.08025,0.85774925,0.69225,0.62174,0.27025,0.3512,0.85483871,0.274750105,0.3162,0.879759519,0.234749499,0.331242485,0.035250501,0.031743487,0.67175,0.75625,0.45225,0.35476,0.47226,0.50076,0.76924975,0.31475,0.76675,0.965250794,0.6687504,0.0062504,0.7462504,0.6347504,0.6422504,0.6877504,0.1252504,0.3957504,0.4477504,0.3362504,0.4677504,0.7722504,0.4042,-97.419762,0.078179541,0.237908541
1036,0.3077,0.55075,0.80575,0.58425,0.15275,0.69625,0.743749478,0.326733333,0.8832,0.0562,0.22525,0.13475,0.1472,0.79625,0.929444444,0.3692,0.10575,0.89875,0.330250083,0.21975,0.22926,0.91275,0.1312,0.881290323,0.242249955,0.2463,0.057755511,0.406252505,0.053747495,0.863747495,0.502244489,0.26925,0.97475,0.86275,0.97976,0.17126,0.05776,0.421250417,0.89225,0.52425,0.799250794,0.5627504,0.2517504,0.6877504,0.9157504,0.4367504,0.1757504,0.2662504,0.3832504,0.7632504,0.1532504,0.0787504,0.9692504,0.1168,-2.869381,0.11889879,0.54213602
1037,0.4523,0.11725,0.70375,0.20925,0.37775,0.21425,0.493749478,0.226733333,0.4718,0.1577,0.75225,0.84875,0.5863,0.74175,0.183888889,0.3857,0.60075,0.01875,0.30075025,0.81575,0.10676,0.41575,0.5288,0.159354839,0.486750065,0.8512,0.489258517,0.302745491,0.866753507,0.676252505,0.276252505,0.83025,0.45425,0.00125,0.70574,0.18124,0.36226,0.499749917,0.25225,0.04525,0.261749206,0.3152504,0.0787504,0.1347504,0.4902504,0.1492504,0.1327504,0.7567504,0.1647504,0.9147504,0.1502504,0.7332504,0.3752504,0.6127,-0.03364,0.043323421,0.347035509
1038,0.2998,0.80075,0.89875,0.16775,0.82875,0.89775,0.526751566,0.976733333,0.6322,0.0292,0.22675,0.44775,0.8777,0.18675,0.400555556,0.1472,0.91725,0.64475,0.11774925,0.86475,0.91926,0.01225,0.7983,0.896774194,0.330249995,0.5968,0.648757515,0.084749499,0.245751503,0.445751503,0.504248497,0.16625,0.15825,0.74225,0.64774,0.18424,0.13776,0.633251084,0.71775,0.57375,0.274749206,0.8397504,0.2057504,0.0187504,0.6417504,0.9182504,0.9917504,0.4847504,0.3332504,0.3232504,0.5622504,0.9207504,0.7747504,0.1273,-43.147594,0.045040001,0.231372033
